"신고연도","신고월","신고일","남편주소행정구역시도코드","남편주소행정구역시군구코드","아내주소행정구역시도코드","아내주소행정구역시군구코드","실제결혼연도","실제결혼월","남편직업분류코드","아내직업분류코드","남편교육정도코드","아내교육정도코드","남편결혼종류코드","아내결혼종류코드","남편연령5세단위코드","아내연령5세단위코드"
2024,01,02,11,010,11,010,2022,03,13,13,6,6,1,1,04,04
2024,01,02,11,010,11,010,2024,01,02,03,5,5,3,3,10,10
2024,01,02,11,010,11,090,2022,08,01,02,5,5,3,3,09,07
2024,01,02,11,010,11,220,2024,01,03,03,6,5,1,1,04,03
2024,01,02,11,020,11,020,2024,01,01,01,6,5,3,1,09,09
2024,01,02,11,020,11,020,2024,01,99,99,9,9,1,1,07,06
2024,01,02,11,020,11,160,2023,07,03,13,5,4,1,1,06,03
2024,01,02,11,030,11,230,2023,09,02,02,6,5,1,1,04,05
2024,01,02,11,040,11,040,2021,05,03,03,5,5,1,1,06,05
2024,01,02,11,040,11,040,2023,01,02,02,6,5,1,1,05,04
2024,01,02,11,040,11,040,2023,12,03,13,5,5,1,1,07,05
2024,01,02,11,040,11,040,2024,01,02,02,5,6,1,1,05,05
2024,01,02,11,040,11,190,2023,11,02,05,5,5,1,1,06,05
2024,01,02,11,040,11,200,2024,01,03,02,5,5,1,1,05,05
2024,01,02,11,040,11,240,2024,01,06,05,4,4,3,3,11,11
2024,01,02,11,050,11,050,2024,01,99,99,9,9,1,1,06,05
2024,01,02,11,050,11,050,2024,01,99,99,9,9,1,1,06,07
2024,01,02,11,050,11,050,2024,01,99,99,9,9,3,3,11,10
2024,01,02,11,050,11,060,2024,01,99,99,5,5,1,1,05,06
2024,01,02,11,060,11,060,2023,02,08,02,4,4,3,1,06,05
2024,01,02,11,060,11,060,2024,01,99,99,9,9,1,1,05,05
2024,01,02,11,060,11,060,2024,01,99,99,9,9,1,1,05,06
2024,01,02,11,060,11,230,2023,07,02,02,6,6,1,1,06,05
2024,01,02,11,060,11,250,2023,12,03,13,6,4,3,3,11,09
2024,01,02,11,070,11,070,2023,12,02,02,5,5,1,1,06,04
2024,01,02,11,070,11,070,2024,01,01,03,5,5,1,1,05,04
2024,01,02,11,070,11,070,2024,01,02,02,6,6,1,1,07,07
2024,01,02,11,070,11,070,2024,01,02,05,5,4,1,1,04,04
2024,01,02,11,070,11,070,2024,01,03,03,5,5,1,1,05,04
2024,01,02,11,070,11,070,2024,01,03,03,5,5,1,1,07,06
2024,01,02,11,070,11,070,2024,01,05,05,4,4,3,3,12,11
2024,01,02,11,070,11,080,2024,01,05,05,5,5,1,1,04,04
2024,01,02,11,070,11,210,2023,12,03,03,5,4,1,1,07,06
2024,01,02,11,080,11,080,2023,09,99,99,3,5,1,1,05,05
2024,01,02,11,080,11,080,2023,11,03,05,5,5,1,1,06,06
2024,01,02,11,080,11,080,2024,01,99,99,9,9,1,1,05,05
2024,01,02,11,080,11,080,2024,01,99,99,9,9,1,1,06,06
2024,01,02,11,080,11,180,2024,01,99,99,5,6,1,1,05,04
2024,01,02,11,090,11,090,2024,01,99,99,9,9,1,1,05,05
2024,01,02,11,090,11,090,2024,01,99,99,9,9,1,1,07,07
2024,01,02,11,090,11,120,2024,01,99,99,9,9,1,1,08,07
2024,01,02,11,100,11,040,2023,04,01,03,4,5,1,1,05,06
2024,01,02,11,100,11,080,2020,02,03,03,5,5,1,1,05,05
2024,01,02,11,100,11,080,2024,01,99,99,9,9,1,1,07,07
2024,01,02,11,100,11,100,2024,01,02,02,5,5,1,1,04,04
2024,01,02,11,100,11,100,2024,01,02,13,4,5,3,3,07,06
2024,01,02,11,100,11,100,2024,01,03,03,4,5,1,1,05,05
2024,01,02,11,100,11,110,2022,09,99,05,9,5,1,1,06,06
2024,01,02,11,110,11,080,2023,12,03,02,4,4,1,1,05,05
2024,01,02,11,110,11,110,2022,12,05,02,4,5,1,1,04,04
2024,01,02,11,110,11,110,2024,01,05,03,9,4,1,1,05,05
2024,01,02,11,120,11,010,2024,01,03,03,5,5,1,1,06,05
2024,01,02,11,120,11,120,2022,04,05,03,4,5,1,1,07,05
2024,01,02,11,120,11,120,2022,10,02,02,5,5,1,1,05,05
2024,01,02,11,120,11,120,2022,10,02,02,6,5,1,1,05,05
2024,01,02,11,120,11,120,2023,11,03,05,5,5,3,3,07,07
2024,01,02,11,120,11,120,2024,01,03,13,4,4,1,1,04,04
2024,01,02,11,120,11,120,2024,01,99,99,9,9,1,1,05,04
2024,01,02,11,120,11,120,2024,01,99,99,9,9,1,1,06,06
2024,01,02,11,120,11,120,2024,01,99,99,9,9,1,1,07,07
2024,01,02,11,120,11,150,2024,01,03,03,4,6,1,1,06,05
2024,01,02,11,120,11,200,2023,06,05,13,5,5,1,1,03,03
2024,01,02,11,130,11,080,2024,01,05,05,6,5,1,1,06,04
2024,01,02,11,130,11,130,2022,10,02,02,6,5,1,1,05,05
2024,01,02,11,130,11,130,2024,01,99,99,9,9,1,1,05,05
2024,01,02,11,130,11,130,2024,01,99,99,9,9,3,3,12,11
2024,01,02,11,130,11,200,2024,01,99,99,9,9,1,1,06,05
2024,01,02,11,140,11,140,2022,03,03,03,4,5,1,1,05,05
2024,01,02,11,140,11,140,2023,05,99,99,9,9,1,1,05,05
2024,01,02,11,140,11,140,2023,06,02,03,5,5,1,1,05,05
2024,01,02,11,140,11,140,2023,08,02,02,5,6,1,1,04,04
2024,01,02,11,140,11,140,2023,11,03,02,5,5,1,1,04,04
2024,01,02,11,140,11,140,2024,01,02,02,5,6,1,1,06,06
2024,01,02,11,140,11,140,2024,01,03,05,5,5,1,1,06,06
2024,01,02,11,140,11,140,2024,01,05,05,5,5,1,1,04,04
2024,01,02,11,140,11,140,2024,01,13,02,6,5,1,1,04,04
2024,01,02,11,140,11,140,2024,01,99,03,9,5,1,1,06,05
2024,01,02,11,140,11,140,2024,01,99,99,9,9,1,1,05,06
2024,01,02,11,140,11,140,2024,01,99,99,9,9,3,1,12,12
2024,01,02,11,140,11,210,2023,03,03,03,5,5,1,1,04,05
2024,01,02,11,150,11,150,2018,12,01,02,5,5,1,1,05,04
2024,01,02,11,150,11,150,2022,05,02,03,5,5,1,1,05,04
2024,01,02,11,150,11,150,2023,09,03,03,5,5,1,1,07,07
2024,01,02,11,150,11,150,2023,12,02,02,6,6,1,1,06,06
2024,01,02,11,150,11,150,2024,01,01,01,5,5,1,1,05,05
2024,01,02,11,150,11,150,2024,01,03,02,5,5,3,3,09,09
2024,01,02,11,150,11,150,2024,01,05,03,5,5,1,1,06,05
2024,01,02,11,150,11,160,2024,03,05,05,5,6,1,1,05,04
2024,01,02,11,150,11,220,2024,01,05,03,5,5,1,1,04,04
2024,01,02,11,160,11,150,2023,10,05,02,5,6,1,1,07,07
2024,01,02,11,160,11,150,2024,01,03,02,5,6,1,1,06,06
2024,01,02,11,160,11,160,2019,09,01,13,5,5,1,1,06,05
2024,01,02,11,160,11,160,2022,12,02,05,5,5,1,3,06,05
2024,01,02,11,160,11,160,2023,08,01,02,5,5,1,1,05,05
2024,01,02,11,160,11,160,2023,08,03,03,5,5,1,1,06,05
2024,01,02,11,160,11,160,2024,01,01,01,5,6,1,1,06,05
2024,01,02,11,160,11,160,2024,01,99,99,9,9,1,1,05,04
2024,01,02,11,160,11,160,2024,01,99,99,9,9,1,1,05,04
2024,01,02,11,160,11,160,2024,01,99,99,9,9,1,1,05,04
2024,01,02,11,160,11,160,2024,01,99,99,9,9,1,1,06,06
2024,01,02,11,160,11,160,2024,01,99,99,9,9,1,1,06,06
2024,01,02,11,160,11,160,2024,01,99,99,9,9,1,3,05,05
2024,01,02,11,160,11,160,2024,01,99,99,9,9,3,1,07,05
2024,01,02,11,160,11,160,2024,01,99,99,9,9,3,1,07,06
2024,01,02,11,160,11,200,2024,01,99,99,9,9,1,1,06,06
2024,01,02,11,170,11,160,2024,01,02,02,4,5,1,1,05,05
2024,01,02,11,170,11,170,2020,04,03,03,6,5,1,1,04,04
2024,01,02,11,170,11,170,2022,08,99,99,4,4,1,1,04,05
2024,01,02,11,170,11,170,2023,08,07,13,5,5,1,1,08,07
2024,01,02,11,170,11,170,2023,12,01,03,5,5,1,1,05,05
2024,01,02,11,170,11,170,2024,01,02,01,5,6,1,1,04,05
2024,01,02,11,170,11,170,2024,01,99,99,9,9,1,1,05,04
2024,01,02,11,170,11,170,2024,01,99,99,9,9,1,9,05,05
2024,01,02,11,180,11,140,2024,01,03,03,5,5,1,1,05,05
2024,01,02,11,180,11,180,2024,01,05,03,4,4,1,1,06,05
2024,01,02,11,180,11,180,2024,01,99,99,9,9,1,1,04,05
2024,01,02,11,180,11,210,2024,01,03,03,5,5,1,1,05,05
2024,01,02,11,190,11,080,2023,08,03,03,5,5,1,1,05,05
2024,01,02,11,190,11,110,2022,06,01,03,4,5,1,1,05,05
2024,01,02,11,190,11,120,2024,01,02,13,4,4,1,1,04,04
2024,01,02,11,190,11,140,2023,01,03,03,5,5,1,1,05,04
2024,01,02,11,190,11,150,2024,01,03,03,5,6,1,1,05,05
2024,01,02,11,190,11,150,2024,01,03,05,6,5,1,1,05,04
2024,01,02,11,190,11,170,2024,01,03,03,5,5,1,1,04,05
2024,01,02,11,190,11,190,2019,04,01,03,5,6,1,1,05,05
2024,01,02,11,190,11,190,2022,11,03,02,5,5,3,1,07,07
2024,01,02,11,190,11,190,2023,06,02,05,5,5,1,1,05,05
2024,01,02,11,190,11,190,2023,07,03,03,5,6,1,1,05,04
2024,01,02,11,190,11,190,2023,09,03,03,5,5,1,1,06,05
2024,01,02,11,190,11,190,2023,10,02,13,5,5,1,1,05,05
2024,01,02,11,190,11,190,2023,10,03,03,5,5,1,1,05,05
2024,01,02,11,190,11,190,2023,11,01,13,5,5,1,1,05,05
2024,01,02,11,190,11,190,2024,01,03,02,5,6,1,1,06,05
2024,01,02,11,190,11,190,2024,01,05,03,5,5,1,1,05,05
2024,01,02,11,190,11,190,2024,01,07,05,4,4,3,3,08,07
2024,01,02,11,200,11,200,2021,07,03,03,5,5,1,1,06,05
2024,01,02,11,200,11,200,2021,07,03,05,5,5,1,1,04,05
2024,01,02,11,200,11,200,2023,12,01,01,5,6,1,1,09,08
2024,01,02,11,200,11,200,2024,01,02,02,6,5,1,1,06,05
2024,01,02,11,200,11,200,2024,01,03,03,5,5,1,1,05,05
2024,01,02,11,210,11,110,2024,02,03,02,5,5,1,1,05,04
2024,01,02,11,210,11,130,2024,01,05,03,4,6,1,1,04,05
2024,01,02,11,210,11,160,2024,01,02,02,5,5,1,1,05,05
2024,01,02,11,210,11,210,2022,02,02,13,3,4,1,1,05,05
2024,01,02,11,210,11,210,2022,02,13,13,5,6,1,1,05,05
2024,01,02,11,210,11,210,2022,03,03,03,5,5,1,1,05,04
2024,01,02,11,210,11,210,2022,04,03,03,5,5,1,1,05,05
2024,01,02,11,210,11,210,2022,10,01,02,5,5,1,1,06,05
2024,01,02,11,210,11,210,2023,04,05,05,4,4,1,1,06,05
2024,01,02,11,210,11,210,2024,01,03,03,5,5,1,1,05,04
2024,01,02,11,210,11,210,2024,01,03,03,6,5,1,1,05,05
2024,01,02,11,210,11,210,2024,01,03,13,5,5,1,1,04,04
2024,01,02,11,210,11,210,2024,01,05,05,4,5,1,1,05,05
2024,01,02,11,210,11,230,2023,01,13,02,6,6,1,1,05,05
2024,01,02,11,220,11,040,2024,01,03,03,5,5,1,1,07,06
2024,01,02,11,220,11,210,2024,01,05,05,5,5,1,1,04,05
2024,01,02,11,220,11,220,2022,09,02,02,6,6,1,1,05,05
2024,01,02,11,220,11,220,2023,01,03,02,5,5,1,1,05,04
2024,01,02,11,220,11,220,2023,02,02,02,6,6,1,1,06,07
2024,01,02,11,220,11,220,2024,01,03,03,5,5,1,1,05,04
2024,01,02,11,220,11,230,2024,03,03,03,5,5,1,1,04,04
2024,01,02,11,230,11,120,2024,01,02,01,5,5,1,1,07,06
2024,01,02,11,230,11,170,2022,12,01,02,6,6,1,1,06,06
2024,01,02,11,230,11,230,2024,01,02,02,5,5,1,1,05,04
2024,01,02,11,230,11,230,2024,01,02,05,5,4,1,1,07,07
2024,01,02,11,230,11,230,2024,01,99,99,9,9,1,1,06,05
2024,01,02,11,230,11,230,2024,01,99,99,9,9,1,1,06,05
2024,01,02,11,230,11,230,2024,01,99,99,9,9,3,3,09,07
2024,01,02,11,230,11,240,2024,01,99,99,9,9,3,3,11,10
2024,01,02,11,230,11,250,2024,01,05,02,5,5,1,1,06,05
2024,01,02,11,240,11,080,2024,01,99,13,5,5,1,1,06,05
2024,01,02,11,240,11,200,2024,01,05,05,5,5,3,3,12,11
2024,01,02,11,240,11,230,2024,06,02,02,6,5,1,1,05,05
2024,01,02,11,240,11,240,2020,05,05,05,4,6,3,1,08,07
2024,01,02,11,240,11,240,2022,05,03,13,5,5,1,1,05,04
2024,01,02,11,240,11,240,2023,02,03,02,6,5,1,1,05,04
2024,01,02,11,240,11,240,2023,04,02,02,5,6,1,1,04,04
2024,01,02,11,240,11,240,2023,06,03,03,5,5,1,1,06,05
2024,01,02,11,240,11,240,2023,10,03,03,6,5,1,1,05,05
2024,01,02,11,240,11,240,2023,12,99,99,9,9,1,1,06,05
2024,01,02,11,240,11,240,2024,01,03,05,5,5,1,1,05,05
2024,01,02,11,240,11,240,2024,01,05,05,6,5,1,1,05,05
2024,01,02,11,240,11,240,2024,01,99,99,9,9,1,1,05,05
2024,01,02,11,240,11,240,2024,01,99,99,9,9,3,3,06,05
2024,01,02,11,240,11,250,2023,02,13,03,4,5,1,1,06,06
2024,01,02,11,250,11,080,2024,01,02,02,5,5,3,3,08,06
2024,01,02,11,250,11,250,2020,02,05,05,4,4,3,3,04,04
2024,01,02,11,250,11,250,2020,06,03,03,5,5,1,1,05,05
2024,01,02,11,250,11,250,2021,12,01,05,4,5,1,1,06,05
2024,01,02,11,250,11,250,2021,12,03,03,6,5,1,1,04,04
2024,01,02,11,250,11,250,2023,01,99,03,6,5,1,1,04,04
2024,01,02,11,250,11,250,2023,09,02,02,5,5,1,1,05,05
2024,01,02,11,250,11,250,2024,01,03,03,5,5,1,1,05,05
2024,01,02,11,250,11,250,2024,01,05,99,4,5,1,1,04,04
2024,01,02,11,250,11,250,2024,01,99,99,9,9,1,1,05,04
2024,01,03,11,020,11,160,2024,01,03,03,4,5,1,1,05,06
2024,01,03,11,020,11,240,2024,01,99,99,9,9,1,1,04,05
2024,01,03,11,030,11,030,2023,04,03,03,5,6,1,1,05,05
2024,01,03,11,030,11,030,2024,01,99,99,9,9,3,3,09,09
2024,01,03,11,030,11,040,2024,01,99,99,9,9,3,1,07,07
2024,01,03,11,040,11,040,2019,05,05,03,4,5,1,1,05,05
2024,01,03,11,040,11,040,2024,01,05,13,4,4,3,3,09,09
2024,01,03,11,050,11,050,2021,01,02,05,5,5,1,1,05,06
2024,01,03,11,050,11,050,2023,04,13,02,4,5,1,1,04,04
2024,01,03,11,050,11,050,2023,10,02,02,4,5,1,1,05,04
2024,01,03,11,050,11,050,2024,01,02,05,5,4,3,2,07,08
2024,01,03,11,050,11,050,2024,01,03,03,5,5,1,1,07,07
2024,01,03,11,050,11,100,2024,01,02,13,5,5,1,1,05,05
2024,01,03,11,050,11,160,2024,01,99,99,9,9,1,3,06,05
2024,01,03,11,050,11,250,2024,01,03,03,5,4,1,3,06,07
2024,01,03,11,060,11,040,2024,01,03,13,4,4,1,1,06,04
2024,01,03,11,060,11,060,2022,10,09,03,4,5,1,1,05,05
2024,01,03,11,060,11,060,2023,12,03,13,4,5,1,1,05,05
2024,01,03,11,060,11,060,2024,01,07,05,5,4,1,1,07,05
2024,01,03,11,060,11,060,2024,01,99,99,9,9,1,1,06,05
2024,01,03,11,060,11,060,2024,05,02,02,6,5,1,1,04,05
2024,01,03,11,060,11,160,2023,06,07,03,5,5,1,1,05,04
2024,01,03,11,060,11,220,2024,01,99,99,9,9,1,1,05,04
2024,01,03,11,070,11,050,2024,01,02,03,5,5,1,1,06,05
2024,01,03,11,070,11,070,2023,10,05,02,5,5,1,1,05,04
2024,01,03,11,070,11,070,2024,01,02,03,4,5,1,1,05,05
2024,01,03,11,070,11,070,2024,01,02,13,5,5,1,1,05,05
2024,01,03,11,070,11,070,2024,01,03,03,5,5,1,1,05,06
2024,01,03,11,070,11,220,2024,01,03,03,5,5,1,1,06,05
2024,01,03,11,080,11,080,2024,01,09,13,5,5,1,1,05,05
2024,01,03,11,080,11,110,2023,01,03,03,5,5,1,1,06,06
2024,01,03,11,080,11,140,2024,01,13,13,5,5,1,1,04,03
2024,01,03,11,080,11,190,2023,12,02,02,5,6,1,1,07,05
2024,01,03,11,090,11,090,2021,12,02,03,4,5,1,1,04,04
2024,01,03,11,110,11,080,2024,01,02,02,5,4,1,1,05,04
2024,01,03,11,110,11,110,2023,10,02,05,4,5,1,1,04,05
2024,01,03,11,110,11,110,2024,01,03,03,5,5,1,1,05,05
2024,01,03,11,110,11,110,2024,01,07,03,4,6,1,1,05,04
2024,01,03,11,120,11,120,2021,03,02,02,5,5,1,1,04,04
2024,01,03,11,120,11,120,2024,01,03,03,4,5,1,1,06,06
2024,01,03,11,120,11,120,2024,01,09,05,5,4,1,3,05,07
2024,01,03,11,120,11,120,2024,01,99,99,9,9,1,1,06,05
2024,01,03,11,120,11,120,2024,01,99,99,9,9,1,1,07,05
2024,01,03,11,120,11,120,2024,01,99,99,9,9,1,1,07,06
2024,01,03,11,120,11,140,2024,01,03,03,5,5,1,1,07,06
2024,01,03,11,130,11,120,2024,01,03,05,4,5,3,3,10,11
2024,01,03,11,130,11,130,2022,01,02,02,5,5,1,1,04,05
2024,01,03,11,130,11,130,2023,04,13,13,6,6,1,1,05,05
2024,01,03,11,130,11,130,2024,01,99,99,9,9,1,1,07,07
2024,01,03,11,140,11,140,2021,11,99,05,5,5,1,1,06,06
2024,01,03,11,140,11,140,2022,03,02,99,5,5,1,1,05,04
2024,01,03,11,140,11,140,2023,09,07,05,5,5,1,3,06,05
2024,01,03,11,140,11,140,2024,01,99,99,9,9,1,1,05,05
2024,01,03,11,150,11,150,2020,08,02,02,5,5,1,1,04,04
2024,01,03,11,150,11,150,2023,09,02,02,5,5,1,1,04,05
2024,01,03,11,150,11,150,2024,01,05,01,4,4,3,1,07,09
2024,01,03,11,160,11,100,2024,01,05,02,5,5,1,3,11,10
2024,01,03,11,160,11,130,2024,01,03,05,5,5,1,1,06,05
2024,01,03,11,160,11,150,2022,10,02,13,6,5,1,1,06,06
2024,01,03,11,160,11,150,2023,08,02,03,5,5,1,1,06,06
2024,01,03,11,160,11,160,2023,12,03,03,5,5,1,1,04,05
2024,01,03,11,160,11,160,2024,01,99,99,9,9,1,1,05,04
2024,01,03,11,160,11,160,2024,01,99,99,9,9,3,3,12,11
2024,01,03,11,160,11,230,2023,12,02,03,5,4,1,1,06,03
2024,01,03,11,170,11,130,2023,03,07,02,4,4,1,1,08,07
2024,01,03,11,170,11,170,2023,11,02,03,6,5,1,1,05,05
2024,01,03,11,170,11,170,2023,12,02,03,4,5,1,1,04,04
2024,01,03,11,170,11,170,2024,01,99,99,9,9,1,1,05,04
2024,01,03,11,170,11,170,2024,01,99,99,9,9,1,1,05,05
2024,01,03,11,180,11,180,2023,01,02,03,5,5,1,1,05,05
2024,01,03,11,180,11,200,2023,07,02,05,5,5,1,1,05,05
2024,01,03,11,190,11,130,2022,10,03,03,5,5,1,1,06,05
2024,01,03,11,190,11,160,2023,10,03,03,5,5,1,1,05,04
2024,01,03,11,190,11,190,2021,10,03,05,5,5,1,1,07,06
2024,01,03,11,190,11,190,2022,04,03,03,5,5,1,1,06,05
2024,01,03,11,190,11,190,2023,08,02,13,4,5,1,1,05,04
2024,01,03,11,190,11,190,2024,01,02,02,5,5,1,1,06,05
2024,01,03,11,190,11,190,2024,01,05,03,4,5,1,1,05,04
2024,01,03,11,190,11,220,2024,01,99,02,5,5,1,1,06,05
2024,01,03,11,200,11,200,2023,01,05,02,5,5,1,1,05,05
2024,01,03,11,200,11,200,2023,02,02,13,5,6,1,1,04,05
2024,01,03,11,210,11,090,2024,01,99,99,9,9,3,1,06,03
2024,01,03,11,210,11,160,2024,01,02,03,5,5,1,1,06,05
2024,01,03,11,210,11,210,2020,11,01,02,5,5,1,1,04,04
2024,01,03,11,210,11,210,2021,11,03,05,5,5,1,1,05,05
2024,01,03,11,210,11,210,2023,09,02,02,6,5,1,1,06,05
2024,01,03,11,210,11,210,2024,01,03,02,6,5,1,1,05,04
2024,01,03,11,220,11,190,2018,04,02,02,6,6,1,1,07,05
2024,01,03,11,220,11,220,2021,11,02,02,6,6,1,1,05,05
2024,01,03,11,220,11,220,2023,10,13,02,4,6,1,1,04,05
2024,01,03,11,220,11,230,2023,12,03,02,5,6,1,1,05,04
2024,01,03,11,230,11,080,2024,01,99,99,9,9,3,3,09,09
2024,01,03,11,230,11,220,2023,11,05,13,5,5,1,1,05,03
2024,01,03,11,230,11,230,2023,09,01,03,5,5,1,1,04,04
2024,01,03,11,230,11,230,2023,10,02,02,6,5,1,1,05,05
2024,01,03,11,230,11,230,2023,11,99,99,5,6,1,1,07,05
2024,01,03,11,230,11,230,2024,01,02,02,6,6,3,3,12,09
2024,01,03,11,230,11,230,2024,01,03,03,5,6,3,3,07,06
2024,01,03,11,230,11,230,2024,01,99,99,9,9,1,1,04,04
2024,01,03,11,230,11,240,2023,12,01,05,5,5,1,1,04,05
2024,01,03,11,240,11,170,2024,01,05,05,5,5,1,1,05,05
2024,01,03,11,240,11,240,2023,05,05,03,5,5,1,1,06,06
2024,01,03,11,240,11,240,2024,01,03,03,5,5,1,1,04,04
2024,01,03,11,240,11,240,2024,01,05,01,4,5,1,1,04,04
2024,01,03,11,240,11,240,2024,01,05,05,5,5,1,1,04,04
2024,01,03,11,240,11,240,2024,01,99,99,9,9,1,1,05,05
2024,01,03,11,240,11,240,2024,01,99,99,9,9,1,1,05,05
2024,01,03,11,240,11,240,2024,01,99,99,9,9,1,1,06,05
2024,01,03,11,240,11,240,2024,01,99,99,9,9,3,3,12,12
2024,01,03,11,250,11,250,2022,06,03,03,5,5,1,1,05,05
2024,01,03,11,250,11,250,2023,09,03,03,4,4,1,1,04,04
2024,01,03,11,250,11,250,2024,01,02,02,5,5,1,1,04,04
2024,01,03,11,250,11,250,2024,01,05,05,5,4,1,1,05,05
2024,01,04,11,020,11,050,2024,01,99,99,9,9,1,1,06,06
2024,01,04,11,030,11,030,2021,01,02,05,6,5,1,1,07,06
2024,01,04,11,030,11,030,2023,11,03,02,5,5,1,1,05,05
2024,01,04,11,030,11,030,2024,01,99,99,9,9,1,1,06,06
2024,01,04,11,030,11,080,2024,02,03,03,5,4,1,1,05,05
2024,01,04,11,030,11,210,2024,01,02,03,4,4,1,1,04,06
2024,01,04,11,040,11,040,2022,04,01,05,5,5,1,1,06,05
2024,01,04,11,040,11,040,2024,01,03,02,5,5,1,1,05,05
2024,01,04,11,040,11,040,2024,01,03,03,5,5,3,1,07,07
2024,01,04,11,040,11,040,2024,01,99,99,9,9,1,1,06,04
2024,01,04,11,050,11,050,2023,03,02,03,5,5,1,1,06,05
2024,01,04,11,050,11,060,2024,01,03,03,5,5,1,1,06,07
2024,01,04,11,060,11,060,2022,01,02,05,5,4,3,3,06,06
2024,01,04,11,060,11,060,2024,01,03,03,6,6,1,1,05,04
2024,01,04,11,060,11,060,2024,02,07,02,5,5,1,1,04,04
2024,01,04,11,060,11,080,2024,01,02,02,5,5,1,1,04,04
2024,01,04,11,070,11,070,2019,04,07,13,4,4,1,1,04,03
2024,01,04,11,070,11,070,2022,02,02,02,5,5,1,1,04,04
2024,01,04,11,070,11,070,2023,09,02,02,5,5,1,1,04,04
2024,01,04,11,070,11,070,2023,10,02,02,5,5,1,1,05,04
2024,01,04,11,070,11,070,2024,01,03,03,5,5,1,1,06,06
2024,01,04,11,070,11,070,2024,01,09,05,5,4,1,3,05,06
2024,01,04,11,080,11,080,2023,04,03,02,6,5,1,1,06,05
2024,01,04,11,080,11,080,2023,06,02,03,5,5,1,1,06,06
2024,01,04,11,080,11,080,2024,01,02,02,6,6,1,1,06,06
2024,01,04,11,090,11,090,2024,01,05,03,4,4,9,1,04,03
2024,01,04,11,090,11,100,2024,01,99,99,9,9,1,1,05,05
2024,01,04,11,110,11,110,2023,12,03,03,5,5,1,1,05,05
2024,01,04,11,120,11,030,2024,01,99,99,9,9,1,1,05,05
2024,01,04,11,120,11,070,2023,10,05,13,4,5,1,1,04,05
2024,01,04,11,120,11,120,2023,10,02,13,4,4,1,1,06,05
2024,01,04,11,120,11,120,2023,11,03,03,5,5,1,1,05,05
2024,01,04,11,120,11,120,2024,01,99,99,9,9,1,1,05,05
2024,01,04,11,120,11,120,2024,01,99,99,9,9,3,3,11,11
2024,01,04,11,120,11,150,2024,01,01,02,5,5,1,1,06,05
2024,01,04,11,120,11,160,2023,03,05,03,5,4,1,1,04,04
2024,01,04,11,120,11,210,2024,01,99,99,9,9,1,1,05,04
2024,01,04,11,130,11,030,2024,01,99,99,9,9,1,3,07,08
2024,01,04,11,130,11,130,2021,11,03,03,5,5,1,1,04,04
2024,01,04,11,130,11,140,2024,01,99,99,9,9,1,1,05,05
2024,01,04,11,130,11,170,2024,01,05,03,5,5,3,3,06,06
2024,01,04,11,140,11,140,2024,01,13,03,4,4,1,1,04,04
2024,01,04,11,140,11,140,2024,01,99,99,9,9,1,1,04,04
2024,01,04,11,140,11,150,2024,01,05,03,4,5,1,1,04,04
2024,01,04,11,140,11,190,2023,02,03,03,5,6,1,1,05,05
2024,01,04,11,140,11,200,2024,01,02,03,5,5,1,1,07,05
2024,01,04,11,150,11,150,2024,01,02,02,4,6,1,1,05,05
2024,01,04,11,150,11,240,2023,09,02,02,6,5,1,1,06,06
2024,01,04,11,160,11,160,2023,01,05,05,4,4,1,1,05,05
2024,01,04,11,160,11,160,2023,10,03,05,5,5,1,1,05,05
2024,01,04,11,160,11,160,2024,01,03,03,5,5,1,1,05,05
2024,01,04,11,160,11,160,2024,01,99,99,9,9,1,1,04,04
2024,01,04,11,160,11,160,2024,01,99,99,9,9,1,1,05,04
2024,01,04,11,160,11,160,2024,01,99,99,9,9,1,1,05,05
2024,01,04,11,160,11,160,2024,01,99,99,9,9,1,3,09,09
2024,01,04,11,170,11,170,2022,06,01,03,5,5,1,1,05,04
2024,01,04,11,170,11,170,2024,01,03,05,5,5,1,1,07,05
2024,01,04,11,180,11,120,2024,01,99,99,9,9,1,1,05,05
2024,01,04,11,180,11,180,2024,01,08,05,4,4,1,1,04,04
2024,01,04,11,180,11,180,2024,01,99,99,9,9,1,1,07,05
2024,01,04,11,180,11,210,2024,01,99,99,9,9,1,1,04,04
2024,01,04,11,190,11,030,2024,01,99,99,9,9,1,1,05,05
2024,01,04,11,190,11,110,2024,01,03,03,5,5,1,1,05,05
2024,01,04,11,190,11,140,2024,01,03,03,5,5,1,1,06,05
2024,01,04,11,190,11,170,2023,01,03,13,5,5,1,1,06,05
2024,01,04,11,190,11,190,2019,12,03,03,5,5,1,1,05,05
2024,01,04,11,190,11,220,2024,01,03,03,5,5,1,1,06,06
2024,01,04,11,210,11,210,2014,04,13,05,4,3,1,1,03,05
2024,01,04,11,210,11,210,2024,01,01,02,4,5,1,1,05,04
2024,01,04,11,210,11,210,2024,01,05,03,5,5,1,1,06,06
2024,01,04,11,220,11,160,2023,07,99,99,9,9,1,1,06,06
2024,01,04,11,230,11,030,2023,03,99,99,6,4,1,1,05,03
2024,01,04,11,230,11,140,2024,01,01,05,5,5,1,1,06,05
2024,01,04,11,230,11,220,2024,01,03,02,6,6,1,1,06,05
2024,01,04,11,230,11,230,2024,01,02,05,5,4,1,1,07,06
2024,01,04,11,250,11,250,2021,12,03,05,5,5,1,1,04,04
